Data,V_SP500,V_IBOV
3/2/2015,2.117.389.893,51.021.000.000
3/3/2015,2.107.780.029,51.304.000.000
3/4/2015,2.098.530.029,50.468.000.000
3/5/2015,2.101.040.039,50.365.000.000
3/6/2015,2.071.260.010,49.981.000.000
3/9/2015,2.079.429.932,49.181.000.000
3/10/2015,2.044.160.034,48.293.000.000
3/11/2015,2.040.239.990,48.906.000.000
3/12/2015,2.065.949.951,48.880.000.000
3/13/2015,2.053.399.902,48.596.000.000
3/16/2015,2.081.189.941,48.848.000.000
3/17/2015,2.074.280.029,50.285.000.000
3/18/2015,2.099.500.000,51.526.000.000
3/19/2015,2.089.270.020,50.954.000.000
3/20/2015,2.108.100.098,51.967.000.000
3/23/2015,2.104.419.922,51.908.000.000
3/24/2015,2.091.500.000,51.506.000.000
3/25/2015,2.061.050.049,51.858.000.000
3/26/2015,2.056.149.902,50.580.000.000
3/27/2015,2.061.020.020,50.095.000.000
3/30/2015,2.086.239.990,51.243.000.000
3/31/2015,2.067.889.893,51.150.000.000
4/1/2015,2.059.689.941,52.322.000.000
4/2/2015,2.066.959.961,53.123.000.000
4/6/2015,2.080.620.117,53.737.000.000
4/7/2015,2.076.330.078,53.729.000.000
4/8/2015,2.081.899.902,53.661.000.000
4/9/2015,2.091.179.932,53.803.000.000
4/10/2015,2.102.060.059,54.214.000.000
4/13/2015,2.092.429.932,54.240.000.000
4/14/2015,2.095.840.088,53.982.000.000
4/15/2015,2.106.629.883,54.919.000.000
4/16/2015,2.104.989.990,54.674.000.000
4/17/2015,2.081.179.932,53.955.000.000
4/20/2015,2.100.399.902,53.761.000.000
4/22/2015,2.107.959.961,54.617.000.000
4/23/2015,2.112.929.932,55.685.000.000
4/24/2015,2.117.689.941,56.594.000.000
4/27/2015,2.108.919.922,55.535.000.000
4/28/2015,2.114.760.010,55.812.000.000
4/29/2015,2.106.850.098,55.325.000.000
4/30/2015,2.085.510.010,56.229.000.000
5/4/2015,2.114.489.990,57.354.000.000
5/5/2015,2.089.459.961,58.052.000.000
5/6/2015,2.080.149.902,57.103.000.000
5/7/2015,2.088.000.000,56.921.000.000
5/8/2015,2.116.100.098,57.149.000.000
5/11/2015,2.105.330.078,57.197.000.000
5/12/2015,2.099.120.117,56.792.000.000
5/13/2015,2.098.479.980,56.372.000.000
5/14/2015,2.121.100.098,56.657.000.000
5/15/2015,2.122.729.980,57.249.000.000
5/18/2015,2.129.199.951,56.204.000.000
5/19/2015,2.127.830.078,55.499.000.000
5/20/2015,2.125.850.098,54.901.000.000
5/21/2015,2.130.820.068,55.112.000.000
5/22/2015,2.126.060.059,54.377.000.000
5/26/2015,2.104.199.951,53.630.000.000
5/27/2015,2.123.479.980,54.236.000.000
5/28/2015,2.120.790.039,53.976.000.000
5/29/2015,2.107.389.893,52.760.000.000
6/1/2015,2.111.729.980,53.031.000.000
6/2/2015,2.109.600.098,54.236.000.000
6/3/2015,2.114.070.068,53.523.000.000
6/5/2015,2.092.830.078,52.973.000.000
6/8/2015,2.079.280.029,52.810.000.000
6/9/2015,2.080.149.902,52.816.000.000
6/10/2015,2.105.199.951,53.876.000.000
6/11/2015,2.108.860.107,53.689.000.000
6/12/2015,2.094.110.107,53.348.000.000
6/15/2015,2.084.429.932,53.138.000.000
6/16/2015,2.096.290.039,53.702.000.000
6/17/2015,2.100.439.941,53.249.000.000
6/18/2015,2.121.239.990,54.239.000.000
6/19/2015,2.109.989.990,53.749.000.000
6/22/2015,2.122.850.098,53.864.000.000
6/23/2015,2.124.199.951,53.772.000.000
6/24/2015,2.108.580.078,53.843.000.000
6/25/2015,2.102.310.059,53.176.000.000
6/26/2015,2.101.489.990,54.017.000.000
6/29/2015,2.057.639.893,53.014.000.000
6/30/2015,2.063.110.107,53.081.000.000
7/1/2015,2.077.419.922,52.758.000.000
7/2/2015,2.076.780.029,53.106.000.000
7/6/2015,2.068.760.010,52.149.000.000
7/7/2015,2.081.340.088,52.344.000.000
7/8/2015,2.046.680.054,51.782.000.000
7/10/2015,2.076.620.117,52.591.000.000
7/13/2015,2.099.600.098,53.119.000.000
7/14/2015,2.108.949.951,53.239.000.000
7/15/2015,2.107.399.902,52.902.000.000
7/16/2015,2.124.290.039,53.070.000.000
7/17/2015,2.126.639.893,52.342.000.000
7/20/2015,2.128.280.029,51.600.000.000
7/21/2015,2.119.209.961,51.474.000.000
7/22/2015,2.114.149.902,50.916.000.000
7/23/2015,2.102.149.902,49.807.000.000
7/24/2015,2.079.649.902,49.246.000.000
7/27/2015,2.067.639.893,48.736.000.000
7/28/2015,2.093.250.000,49.602.000.000
7/29/2015,2.108.570.068,50.245.000.000
7/30/2015,2.108.629.883,49.897.000.000
7/31/2015,2.103.840.088,50.865.000.000
8/3/2015,2.098.040.039,50.138.000.000
8/4/2015,2.093.320.068,50.058.000.000
8/5/2015,2.099.840.088,50.287.000.000
8/6/2015,2.083.560.059,50.011.000.000
8/7/2015,2.077.570.068,48.577.000.000
8/10/2015,2.104.179.932,49.353.000.000
8/11/2015,2.084.070.068,49.072.000.000
8/12/2015,2.086.050.049,48.388.000.000
8/13/2015,2.083.389.893,48.010.000.000
8/14/2015,2.091.540.039,47.508.000.000
8/17/2015,2.102.439.941,47.217.000.000
8/18/2015,2.096.919.922,47.451.000.000
8/19/2015,2.079.610.107,46.588.000.000
8/20/2015,2.035.729.980,46.649.000.000
8/21/2015,1.970.890.015,45.720.000.000
8/24/2015,1.893.209.961,44.336.000.000
8/25/2015,1.867.609.985,44.545.000.000
8/26/2015,1.940.510.010,46.038.000.000
8/27/2015,1.987.660.034,47.715.000.000
8/28/2015,1.988.869.995,47.154.000.000
8/31/2015,1.972.180.054,46.626.000.000
9/1/2015,1.913.849.976,45.477.000.000
9/2/2015,1.948.859.985,46.464.000.000
9/3/2015,1.951.130.005,47.366.000.000
9/4/2015,1.921.219.971,46.498.000.000
9/8/2015,1.969.410.034,46.762.000.000
9/9/2015,1.942.040.039,46.657.000.000
9/10/2015,1.952.290.039,46.504.000.000
9/11/2015,1.961.050.049,46.401.000.000
9/14/2015,1.953.030.029,47.282.000.000
9/15/2015,1.978.089.966,47.364.000.000
9/16/2015,1.995.310.059,48.553.000.000
9/17/2015,1.990.199.951,48.551.000.000
9/18/2015,1.958.030.029,47.264.000.000
9/21/2015,1.966.969.971,46.590.000.000
9/22/2015,1.942.739.990,46.265.000.000
9/23/2015,1.938.760.010,45.340.000.000
9/24/2015,1.932.239.990,45.292.000.000
9/25/2015,1.931.339.966,44.831.000.000
9/28/2015,1.881.770.020,43.957.000.000
9/29/2015,1.884.089.966,44.132.000.000
9/30/2015,1.920.030.029,45.059.000.000
10/1/2015,1.923.819.946,45.313.000.000
10/2/2015,1.951.359.985,47.033.000.000
10/5/2015,1.987.050.049,47.598.000.000
10/6/2015,1.979.920.044,47.735.000.000
10/7/2015,1.995.829.956,48.914.000.000
10/8/2015,2.013.430.054,49.107.000.000
10/9/2015,2.014.890.015,49.338.000.000
10/13/2015,2.003.689.941,47.363.000.000
10/14/2015,1.994.239.990,46.710.000.000
10/15/2015,2.023.859.985,47.161.000.000
10/16/2015,2.033.109.985,47.236.000.000
10/19/2015,2.033.660.034,47.447.000.000
10/20/2015,2.030.770.020,47.077.000.000
10/21/2015,2.018.939.941,47.026.000.000
10/22/2015,2.052.510.010,47.772.000.000
10/23/2015,2.075.149.902,47.597.000.000
10/26/2015,2.071.179.932,47.209.000.000
10/27/2015,2.065.889.893,47.043.000.000
10/28/2015,2.090.350.098,46.741.000.000
10/29/2015,2.089.409.912,45.628.000.000
10/30/2015,2.079.360.107,45.869.000.000
11/3/2015,2.109.790.039,48.054.000.000
11/4/2015,2.102.310.059,47.710.000.000
11/5/2015,2.099.929.932,48.047.000.000
11/6/2015,2.099.199.951,46.919.000.000
11/9/2015,2.078.580.078,46.195.000.000
11/10/2015,2.081.719.971,46.179.000.000
11/11/2015,2.075.000.000,47.065.000.000
11/12/2015,2.045.969.971,46.884.000.000
11/13/2015,2.023.040.039,46.517.000.000
11/16/2015,2.053.189.941,46.847.000.000
11/17/2015,2.050.439.941,47.248.000.000
11/18/2015,2.083.580.078,47.436.000.000
11/19/2015,2.081.239.990,48.139.000.000
11/23/2015,2.086.590.088,48.150.000.000
11/24/2015,2.089.139.893,48.284.000.000
11/25/2015,2.088.870.117,46.867.000.000
11/27/2015,2.090.110.107,45.873.000.000
11/30/2015,2.080.409.912,45.120.000.000
12/1/2015,2.102.629.883,45.047.000.000
12/2/2015,2.079.510.010,44.915.000.000
12/3/2015,2.049.620.117,46.393.000.000
12/4/2015,2.091.689.941,45.361.000.000
12/7/2015,2.077.070.068,45.223.000.000
12/8/2015,2.063.590.088,44.443.000.000
12/9/2015,2.047.619.995,46.108.000.000
12/10/2015,2.052.229.980,45.631.000.000
12/11/2015,2.012.369.995,45.263.000.000
12/14/2015,2.021.939.941,44.747.000.000
12/15/2015,2.043.410.034,44.872.000.000
12/16/2015,2.073.070.068,45.016.000.000
12/17/2015,2.041.890.015,45.261.000.000
12/18/2015,2.005.550.049,43.911.000.000
12/21/2015,2.021.150.024,43.200.000.000
12/22/2015,2.038.969.971,43.470.000.000
12/23/2015,2.064.290.039,44.015.000.000
12/28/2015,2.056.500.000,43.764.000.000
12/29/2015,2.078.360.107,43.654.000.000
12/30/2015,2.063.360.107,43.350.000.000
1/4/2016,2.012.660.034,42.141.000.000
1/5/2016,2.016.709.961,42.419.000.000
1/6/2016,1.990.260.010,41.773.000.000
1/7/2016,1.943.089.966,40.695.000.000
1/8/2016,1.922.030.029,40.612.000.000
1/11/2016,1.923.670.044,39.950.000.000
1/12/2016,1.938.680.054,39.514.000.000
1/13/2016,1.890.280.029,38.944.000.000
1/14/2016,1.921.839.966,39.500.000.000
1/15/2016,1.880.329.956,38.569.000.000
1/19/2016,1.881.329.956,38.057.000.000
1/20/2016,1.859.329.956,37.645.000.000
1/21/2016,1.868.989.990,37.717.000.000
1/22/2016,1.906.900.024,38.031.000.000
1/26/2016,1.903.630.005,37.497.000.000
1/27/2016,1.882.949.951,38.376.000.000
1/28/2016,1.893.359.985,38.630.000.000
1/29/2016,1.940.239.990,40.406.000.000
2/1/2016,1.939.380.005,40.570.000.000
2/2/2016,1.903.030.029,38.596.000.000
2/3/2016,1.912.530.029,39.589.000.000
2/4/2016,1.915.449.951,40.822.000.000
2/5/2016,1.880.050.049,40.592.000.000
2/10/2016,1.851.859.985,40.377.000.000
2/11/2016,1.829.079.956,39.318.000.000
2/12/2016,1.864.780.029,39.808.000.000
2/16/2016,1.895.579.956,40.948.000.000
2/17/2016,1.926.819.946,41.631.000.000
2/18/2016,1.917.829.956,41.478.000.000
2/19/2016,1.917.780.029,41.543.000.000
2/22/2016,1.945.500.000,43.235.000.000
2/23/2016,1.921.270.020,42.521.000.000
2/24/2016,1.929.800.049,42.085.000.000
2/25/2016,1.951.699.951,41.888.000.000
2/26/2016,1.948.050.049,41.593.000.000
2/29/2016,1.932.229.980,42.794.000.000
3/1/2016,1.978.349.976,44.122.000.000
3/2/2016,1.986.449.951,44.893.000.000
3/3/2016,1.993.400.024,47.193.000.000
3/4/2016,1.999.989.990,49.085.000.000
3/7/2016,2.001.760.010,49.246.000.000
3/8/2016,1.979.260.010,49.102.000.000
3/9/2016,1.989.260.010,48.665.000.000
3/10/2016,1.989.569.946,49.571.000.000
3/11/2016,2.022.189.941,49.639.000.000
3/14/2016,2.019.640.015,48.867.000.000
3/15/2016,2.015.930.054,47.130.000.000
3/16/2016,2.027.219.971,47.763.000.000
3/17/2016,2.040.589.966,50.914.000.000
3/18/2016,2.049.580.078,50.815.000.000
3/21/2016,2.051.600.098,51.172.000.000
3/22/2016,2.049.800.049,51.010.000.000
3/23/2016,2.036.709.961,49.690.000.000
3/24/2016,2.035.939.941,49.657.000.000
3/28/2016,2.037.050.049,50.838.000.000
3/29/2016,2.055.010.010,51.155.000.000
3/30/2016,2.063.949.951,51.249.000.000
3/31/2016,2.059.739.990,50.055.000.000
4/1/2016,2.072.780.029,50.562.000.000
4/4/2016,2.066.129.883,48.780.000.000
4/5/2016,2.045.170.044,49.054.000.000
4/6/2016,2.066.659.912,48.096.000.000
4/7/2016,2.041.910.034,48.513.000.000
4/8/2016,2.047.599.976,50.293.000.000
4/11/2016,2.041.989.990,50.165.000.000
4/12/2016,2.061.719.971,52.002.000.000
4/13/2016,2.082.419.922,53.150.000.000
4/14/2016,2.082.780.029,52.411.000.000
4/15/2016,2.080.729.980,53.228.000.000
4/18/2016,2.094.340.088,52.894.000.000
4/19/2016,2.100.800.049,53.710.000.000
4/20/2016,2.102.399.902,53.631.000.000
4/22/2016,2.091.580.078,52.908.000.000
4/25/2016,2.087.790.039,51.862.000.000
4/26/2016,2.091.699.951,53.083.000.000
4/27/2016,2.095.149.902,54.478.000.000
4/28/2016,2.075.810.059,54.312.000.000
4/29/2016,2.065.300.049,53.911.000.000
5/2/2016,2.081.429.932,53.562.000.000
5/3/2016,2.063.370.117,52.260.000.000
5/4/2016,2.051.120.117,52.553.000.000
5/5/2016,2.050.629.883,51.671.000.000
5/6/2016,2.057.139.893,51.718.000.000
5/9/2016,2.058.689.941,50.990.000.000
5/10/2016,2.084.389.893,53.071.000.000
5/11/2016,2.064.459.961,52.764.000.000
5/12/2016,2.064.110.107,53.241.000.000
5/13/2016,2.046.609.985,51.804.000.000
5/16/2016,2.066.659.912,51.803.000.000
5/17/2016,2.047.209.961,50.839.000.000
5/18/2016,2.047.630.005,50.562.000.000
5/19/2016,2.040.040.039,50.133.000.000
5/20/2016,2.052.320.068,49.723.000.000
5/23/2016,2.048.040.039,49.330.000.000
5/24/2016,2.076.060.059,49.345.000.000
5/25/2016,2.090.540.039,49.483.000.000
5/27/2016,2.099.060.059,49.051.000.000
5/31/2016,2.096.949.951,48.472.000.000
6/1/2016,2.099.330.078,49.013.000.000
6/2/2016,2.105.260.010,49.887.000.000
6/3/2016,2.099.129.883,50.619.000.000
6/6/2016,2.109.409.912,50.432.000.000
6/7/2016,2.112.129.883,50.488.000.000
6/8/2016,2.119.120.117,51.629.000.000
6/9/2016,2.115.479.980,51.118.000.000
6/10/2016,2.096.070.068,49.422.000.000
6/13/2016,2.079.060.059,49.661.000.000
6/14/2016,2.075.320.068,48.648.000.000
6/15/2016,2.071.500.000,48.915.000.000
6/16/2016,2.077.989.990,49.412.000.000
6/17/2016,2.071.219.971,49.534.000.000
6/20/2016,2.083.250.000,50.329.000.000
6/21/2016,2.088.899.902,50.838.000.000
6/22/2016,2.085.449.951,50.156.000.000
6/23/2016,2.113.320.068,51.560.000.000
6/24/2016,2.037.410.034,50.105.000.000
6/27/2016,2.000.540.039,49.246.000.000
6/28/2016,2.036.089.966,50.007.000.000
6/29/2016,2.070.770.020,51.002.000.000
6/30/2016,2.098.860.107,51.527.000.000
7/1/2016,2.102.949.951,52.233.000.000
7/5/2016,2.088.550.049,51.842.000.000
7/6/2016,2.099.729.980,51.902.000.000
7/7/2016,2.097.899.902,52.015.000.000
7/8/2016,2.129.899.902,53.141.000.000
7/11/2016,2.137.159.912,53.960.000.000
7/12/2016,2.152.139.893,54.256.000.000
7/13/2016,2.152.429.932,54.598.000.000
7/14/2016,2.163.750.000,55.481.000.000
7/15/2016,2.161.739.990,55.578.000.000
7/18/2016,2.166.889.893,56.484.000.000
7/19/2016,2.163.780.029,56.698.000.000
7/20/2016,2.173.020.020,56.578.000.000
7/21/2016,2.165.169.922,56.641.000.000
7/22/2016,2.175.030.029,57.002.000.000
7/25/2016,2.168.479.980,56.873.000.000
7/26/2016,2.169.179.932,56.783.000.000
7/27/2016,2.166.580.078,56.853.000.000
7/28/2016,2.170.060.059,56.667.000.000
7/29/2016,2.173.600.098,57.308.000.000
8/1/2016,2.170.840.088,56.756.000.000
8/2/2016,2.157.030.029,56.162.000.000
8/3/2016,2.163.790.039,57.077.000.000
8/4/2016,2.164.250.000,57.594.000.000
8/5/2016,2.182.870.117,57.661.000.000
8/8/2016,2.180.889.893,57.635.000.000
8/9/2016,2.181.739.990,57.689.000.000
8/10/2016,2.175.489.990,56.920.000.000
8/11/2016,2.185.790.039,58.300.000.000
8/12/2016,2.184.050.049,58.298.000.000
8/15/2016,2.190.149.902,59.146.000.000
8/16/2016,2.178.149.902,58.855.000.000
8/17/2016,2.182.219.971,59.324.000.000
8/18/2016,2.187.020.020,59.166.000.000
8/19/2016,2.183.870.117,59.099.000.000
8/22/2016,2.182.639.893,57.781.000.000
8/23/2016,2.186.899.902,58.020.000.000
8/24/2016,2.175.439.941,57.718.000.000
8/25/2016,2.172.469.971,57.722.000.000
8/26/2016,2.169.040.039,57.716.000.000
8/29/2016,2.180.379.883,58.610.000.000
8/30/2016,2.176.120.117,58.575.000.000
8/31/2016,2.170.949.951,57.901.000.000
9/1/2016,2.170.860.107,58.236.000.000
9/2/2016,2.179.979.980,59.616.000.000
9/6/2016,2.186.479.980,60.129.000.000
9/8/2016,2.181.300.049,60.232.000.000
9/9/2016,2.127.810.059,58.000.000.000
9/12/2016,2.159.040.039,58.586.000.000
9/13/2016,2.127.020.020,56.821.000.000
9/14/2016,2.125.770.020,57.059.000.000
9/15/2016,2.147.260.010,57.909.000.000
9/16/2016,2.139.159.912,57.080.000.000
9/19/2016,2.139.120.117,57.350.000.000
9/20/2016,2.139.760.010,57.736.000.000
9/21/2016,2.163.120.117,58.394.000.000
9/22/2016,2.177.179.932,58.994.000.000
9/23/2016,2.164.689.941,58.697.000.000
9/26/2016,2.146.100.098,58.054.000.000
9/27/2016,2.159.929.932,58.382.000.000
9/28/2016,2.171.370.117,59.356.000.000
9/29/2016,2.151.129.883,58.351.000.000
9/30/2016,2.168.270.020,58.367.000.000
10/3/2016,2.161.199.951,59.461.000.000
10/4/2016,2.150.489.990,59.339.000.000
10/5/2016,2.159.729.980,60.254.000.000
10/6/2016,2.160.770.020,60.644.000.000
10/7/2016,2.153.739.990,61.109.000.000
10/10/2016,2.163.659.912,61.668.000.000
10/11/2016,2.136.729.980,61.022.000.000
10/13/2016,2.132.550.049,61.119.000.000
10/14/2016,2.132.979.980,61.767.000.000
10/17/2016,2.126.500.000,62.696.000.000
10/18/2016,2.139.600.098,63.782.000.000
10/19/2016,2.144.290.039,63.506.000.000
10/20/2016,2.141.340.088,63.838.000.000
10/21/2016,2.141.159.912,64.108.000.000
10/24/2016,2.151.330.078,64.060.000.000
10/25/2016,2.143.159.912,63.866.000.000
10/26/2016,2.139.429.932,63.826.000.000
10/27/2016,2.133.040.039,64.250.000.000
10/28/2016,2.126.409.912,64.308.000.000
10/31/2016,2.126.149.902,64.925.000.000
11/1/2016,2.111.719.971,63.326.000.000
11/3/2016,2.088.659.912,61.750.000.000
11/4/2016,2.085.179.932,61.598.000.000
11/7/2016,2.131.520.020,64.052.000.000
11/8/2016,2.139.560.059,64.158.000.000
11/9/2016,2.163.260.010,63.258.000.000
11/10/2016,2.167.479.980,61.201.000.000
11/11/2016,2.164.449.951,59.184.000.000
11/14/2016,2.164.199.951,59.657.000.000
11/16/2016,2.176.939.941,60.759.000.000
11/17/2016,2.187.120.117,59.770.000.000
11/18/2016,2.181.899.902,59.962.000.000
11/21/2016,2.198.179.932,61.070.000.000
11/22/2016,2.202.939.941,61.954.000.000
11/23/2016,2.204.719.971,61.986.000.000
11/25/2016,2.213.350.098,61.559.000.000
11/28/2016,2.201.719.971,62.855.000.000
11/29/2016,2.204.659.912,60.987.000.000
11/30/2016,2.198.810.059,61.906.000.000
12/1/2016,2.191.080.078,59.507.000.000
12/2/2016,2.191.949.951,60.316.000.000
12/5/2016,2.204.709.961,59.832.000.000
12/6/2016,2.212.229.980,61.088.000.000
12/7/2016,2.241.350.098,61.414.000.000
12/8/2016,2.246.189.941,60.677.000.000
12/9/2016,2.259.530.029,60.501.000.000
12/12/2016,2.256.959.961,59.179.000.000
12/13/2016,2.271.719.971,59.281.000.000
12/14/2016,2.253.280.029,58.212.000.000
12/15/2016,2.262.030.029,58.396.000.000
12/16/2016,2.258.070.068,58.389.000.000
12/19/2016,2.262.530.029,57.111.000.000
12/20/2016,2.270.760.010,57.583.000.000
12/21/2016,2.265.179.932,57.647.000.000
12/22/2016,2.260.959.961,57.255.000.000
12/23/2016,2.263.790.039,57.937.000.000
12/27/2016,2.268.879.883,58.697.000.000
12/28/2016,2.249.919.922,59.782.000.000
12/29/2016,2.249.260.010,60.227.000.000
1/3/2017,2.257.830.078,61.814.000.000
1/4/2017,2.270.750.000,61.589.000.000
1/5/2017,2.269.000.000,62.071.000.000
1/6/2017,2.276.979.980,61.665.000.000
1/9/2017,2.268.899.902,61.700.000.000
1/10/2017,2.268.899.902,62.132.000.000
1/11/2017,2.275.320.068,62.446.000.000
1/12/2017,2.270.439.941,63.954.000.000
1/13/2017,2.274.639.893,63.652.000.000
1/17/2017,2.267.889.893,64.354.000.000
1/18/2017,2.271.889.893,64.150.000.000
1/19/2017,2.263.689.941,63.951.000.000
1/20/2017,2.271.310.059,64.521.000.000
1/23/2017,2.265.199.951,65.749.000.000
1/24/2017,2.280.070.068,65.840.000.000
1/26/2017,2.296.679.932,66.191.000.000
1/27/2017,2.294.689.941,66.034.000.000
1/30/2017,2.280.899.902,64.302.000.000
1/31/2017,2.278.870.117,64.671.000.000
2/1/2017,2.279.550.049,64.836.000.000
2/2/2017,2.280.850.098,64.578.000.000
2/3/2017,2.297.419.922,64.954.000.000
2/6/2017,2.292.560.059,63.993.000.000
2/7/2017,2.293.080.078,64.199.000.000
2/8/2017,2.294.669.922,64.835.000.000
2/9/2017,2.307.870.117,64.965.000.000
2/10/2017,2.316.100.098,66.125.000.000
2/13/2017,2.328.250.000,66.968.000.000
2/14/2017,2.337.580.078,66.713.000.000
2/15/2017,2.349.250.000,67.976.000.000
2/16/2017,2.347.219.971,67.814.000.000
2/17/2017,2.351.159.912,67.748.000.000
2/21/2017,2.365.379.883,69.052.000.000
2/22/2017,2.362.820.068,68.590.000.000
2/23/2017,2.363.810.059,67.461.000.000
2/24/2017,2.367.340.088,66.662.000.000
3/1/2017,2.395.959.961,66.989.000.000
3/2/2017,2.381.919.922,65.855.000.000
3/3/2017,2.383.120.117,66.786.000.000
3/6/2017,2.375.310.059,66.341.000.000
3/7/2017,2.368.389.893,65.742.000.000
3/8/2017,2.362.979.980,64.718.000.000
3/9/2017,2.364.870.117,64.585.000.000
3/10/2017,2.372.600.098,64.675.000.000
3/13/2017,2.373.469.971,65.534.000.000
3/14/2017,2.365.449.951,64.699.000.000
3/15/2017,2.385.260.010,66.235.000.000
3/16/2017,2.381.379.883,65.783.000.000
3/17/2017,2.378.250.000,64.210.000.000
3/20/2017,2.373.469.971,64.884.000.000
3/21/2017,2.344.020.020,62.980.000.000
3/22/2017,2.348.449.951,63.521.000.000
3/23/2017,2.345.959.961,63.531.000.000
3/24/2017,2.343.979.980,63.854.000.000
3/27/2017,2.341.590.088,64.308.000.000
3/28/2017,2.358.570.068,64.640.000.000
3/29/2017,2.361.129.883,65.528.000.000
3/30/2017,2.368.060.059,65.266.000.000
3/31/2017,2.362.719.971,64.984.000.000
4/3/2017,2.358.840.088,65.211.000.000
4/4/2017,2.360.159.912,65.769.000.000
4/5/2017,2.352.949.951,64.775.000.000
4/6/2017,2.357.489.990,64.223.000.000
4/7/2017,2.355.540.039,64.593.000.000
4/10/2017,2.357.159.912,64.650.000.000
4/11/2017,2.353.780.029,64.360.000.000
4/12/2017,2.344.929.932,63.892.000.000
4/13/2017,2.328.949.951,62.826.000.000
4/17/2017,2.349.010.010,64.335.000.000
4/18/2017,2.342.189.941,64.159.000.000
4/19/2017,2.338.169.922,63.407.000.000
4/20/2017,2.355.840.088,63.761.000.000
4/24/2017,2.374.149.902,64.389.000.000
4/25/2017,2.388.610.107,65.148.000.000
4/26/2017,2.387.449.951,64.862.000.000
4/27/2017,2.388.770.020,64.677.000.000
4/28/2017,2.384.199.951,65.403.000.000
5/2/2017,2.391.169.922,66.722.000.000
5/3/2017,2.388.129.883,66.094.000.000
5/4/2017,2.389.520.020,64.863.000.000
5/5/2017,2.399.290.039,65.710.000.000
5/8/2017,2.399.379.883,65.526.000.000
5/9/2017,2.396.919.922,66.278.000.000
5/10/2017,2.399.629.883,67.350.000.000
5/11/2017,2.394.439.941,67.538.000.000
5/12/2017,2.390.899.902,68.222.000.000
5/15/2017,2.402.320.068,68.474.000.000
5/16/2017,2.400.669.922,68.684.000.000
5/17/2017,2.357.030.029,67.540.000.000
5/18/2017,2.365.719.971,61.597.000.000
5/19/2017,2.381.729.980,62.639.000.000
5/22/2017,2.394.020.020,61.673.000.000
5/23/2017,2.398.419.922,62.662.000.000
5/24/2017,2.404.389.893,63.257.000.000
5/25/2017,2.415.070.068,63.227.000.000
5/26/2017,2.415.820.068,64.085.000.000
5/30/2017,2.412.909.912,63.962.000.000
5/31/2017,2.411.800.049,62.711.000.000
6/1/2017,2.430.060.059,62.289.000.000
6/2/2017,2.439.070.068,62.511.000.000
6/5/2017,2.436.100.098,62.450.000.000
6/6/2017,2.429.330.078,62.955.000.000
6/7/2017,2.433.139.893,63.171.000.000
6/8/2017,2.433.790.039,62.756.000.000
6/9/2017,2.431.770.020,62.211.000.000
6/12/2017,2.429.389.893,61.700.000.000
6/13/2017,2.440.350.098,61.829.000.000
6/14/2017,2.437.919.922,61.923.000.000
6/16/2017,2.433.149.902,61.626.000.000
6/19/2017,2.453.459.961,62.014.000.000
6/20/2017,2.437.030.029,60.766.000.000
6/21/2017,2.435.610.107,60.762.000.000
6/22/2017,2.434.500.000,61.272.000.000
6/23/2017,2.438.300.049,61.087.000.000
6/26/2017,2.439.070.068,62.188.000.000
6/27/2017,2.419.379.883,61.675.000.000
6/28/2017,2.440.689.941,62.018.000.000
6/29/2017,2.419.699.951,62.239.000.000
6/30/2017,2.423.409.912,62.900.000.000
7/3/2017,2.429.010.010,63.280.000.000
7/5/2017,2.432.540.039,63.154.000.000
7/6/2017,2.409.750.000,62.470.000.000
7/7/2017,2.425.179.932,62.322.000.000
7/10/2017,2.427.429.932,63.025.000.000
7/11/2017,2.425.530.029,63.832.000.000
7/12/2017,2.443.250.000,64.836.000.000
7/13/2017,2.447.830.078,65.178.000.000
7/14/2017,2.459.270.020,65.436.000.000
7/17/2017,2.459.139.893,65.212.000.000
7/18/2017,2.460.610.107,65.338.000.000
7/19/2017,2.473.830.078,65.180.000.000
7/20/2017,2.473.449.951,64.938.000.000
7/21/2017,2.472.540.039,64.684.000.000
7/24/2017,2.469.909.912,65.100.000.000
7/25/2017,2.477.129.883,65.668.000.000
7/26/2017,2.477.830.078,65.011.000.000
7/27/2017,2.475.419.922,65.277.000.000
7/28/2017,2.472.100.098,65.497.000.000
7/31/2017,2.470.300.049,65.920.000.000
8/1/2017,2.476.350.098,66.516.000.000
8/2/2017,2.477.570.068,67.136.000.000
8/3/2017,2.472.159.912,66.777.000.000
8/4/2017,2.476.830.078,66.898.000.000
8/7/2017,2.480.909.912,67.940.000.000
8/8/2017,2.474.919.922,67.899.000.000
8/9/2017,2.474.020.020,67.671.000.000
8/10/2017,2.438.209.961,66.992.000.000
8/11/2017,2.441.320.068,67.359.000.000
8/14/2017,2.465.840.088,68.285.000.000
8/15/2017,2.464.610.107,68.355.000.000
8/16/2017,2.468.110.107,68.594.000.000
8/17/2017,2.430.010.010,67.977.000.000
8/18/2017,2.425.550.049,68.715.000.000
8/21/2017,2.428.370.117,68.635.000.000
8/22/2017,2.452.510.010,70.011.000.000
8/23/2017,2.444.040.039,70.478.000.000
8/24/2017,2.438.969.971,71.133.000.000
8/25/2017,2.443.050.049,71.074.000.000
8/28/2017,2.444.239.990,71.017.000.000
8/29/2017,2.446.300.049,71.330.000.000
8/30/2017,2.457.590.088,70.886.000.000
8/31/2017,2.471.649.902,70.835.000.000
